Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Torque Nm,Height_yj,Price_yj
Ford,550000,2013,47000,Petrol,Manual,Other,First,Individual,1499.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,109.0,140.0,1.0824674490095276e-15,-0.5236653086149117
Jaguar,2700000,2018,45545,Diesel,Automatic,Chandigarh,Second,Individual,1999.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,177.0,430.0,-1.970645868709653e-15,1.22976204435792
Volkswagen,565000,2014,72782,Petrol,Manual,Bangalore,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,74.0,110.0,-1.3600232051658168e-15,-0.4907030866909621
Toyota,1090000,2019,40900,Petrol,Automatic,Pune,First,Corporate,1496.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,106.0,140.0,-8.049116928532385e-16,0.27746083275911165
Honda,580000,2017,39000,Petrol,Manual,Guwahati,First,Corporate,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0,3.3306690738754696e-16,-0.45872188545183057
Mahindra,1251000,2018,120000,Diesel,Manual,Ranchi,Second,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,320.0,2.3037127760972e-15,0.4298743540367977
Honda,540000,2017,38700,Petrol,Manual,Meerut,First,Individual,1198.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,87.0,109.0,-6.661338147750939e-16,-0.5462136234571534
Maruti Suzuki,1245000,2021,7239,Petrol,Manual,Udupi,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,103.0,138.0,1.0547118733938987e-15,0.42460406927662464
Hyundai,365000,2014,76000,Petrol,Manual,Other,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-1.0413744941613883
BMW,4300000,2020,11000,Diesel,Automatic,Pune,First,Individual,1995.0,FWD,4526.0,1800.0,1420.0,5.0,50.0,188.0,400.0,-1.887379141862766e-15,1.6740188331146786
Maruti Suzuki,825000,2019,81300,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.039690907540739936
Volkswagen,325000,2013,76000,Diesel,Manual,Lucknow,First,Individual,1598.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,103.0,250.0,-1.3600232051658168e-15,-1.1933249721145225
Tata,400000,2018,91460,Petrol,Manual,Kanpur,First,Individual,1199.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,84.0,114.0,-3.3306690738754696e-16,-0.9232072890217987
Mahindra,671000,2013,47000,Diesel,Manual,Patna,First,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,120.0,290.0,2.248201624865942e-15,-0.282931006647119
Mercedes-Benz,3400000,2018,50000,Diesel,Automatic,Delhi,First,Individual,2143.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,168.0,400.0,6.38378239159465e-16,1.453392406922482
Volkswagen,775000,2017,60500,Petrol,Automatic,Surat,First,Individual,1197.0,FWD,4390.0,1699.0,1467.0,5.0,55.0,103.0,175.0,-1.1934897514720433e-15,-0.11256445043272614
Ford,145000,2009,88000,Diesel,Manual,Other,First,Individual,1399.0,FWD,4145.0,1632.0,1440.0,5.0,43.0,68.0,160.0,-1.582067810090848e-15,-2.3198692791577504
MINI,3590000,2020,19759,Diesel,Automatic,Coimbatore,First,Individual,1496.0,FWD,3982.0,1727.0,1425.0,5.0,44.0,114.0,270.0,-1.8041124150158794e-15,1.50511538060788
Toyota,375000,2011,77000,Petrol,Manual,Faridabad,First,Individual,1794.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,132.0,170.0,-9.992007221626409e-16,-1.006338782770547
Hyundai,645000,2015,58200,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.3302496381439244
Maruti Suzuki,509999,2015,42000,Petrol,Manual,Bangalore,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.6168217489517791
Hyundai,545000,2013,63000,Petrol,Automatic,Mumbai,First,Individual,1797.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,147.0,177.0,-1.1379786002407855e-15,-0.5348806201195698
Honda,835000,2018,42855,Petrol,Manual,Pune,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.025719432762588697
Renault,960000,2018,24000,Diesel,Manual,Bangalore,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,84.0,200.0,1.0269562977782698e-15,0.13437066728975905
Maruti Suzuki,540000,2019,34000,Petrol,Manual,Chennai,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.5462136234571534
Kia,1475000,2022,9500,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,4315.0,1800.0,1637.0,5.0,50.0,113.0,144.0,6.106226635438361e-16,0.6083438962052242
Hyundai,1175000,2018,97000,Diesel,Manual,Jaipur,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,0.3608940687700593
Hyundai,475000,2014,72900,Petrol,Automatic,Mumbai,Second,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.7054213835920488
Maruti Suzuki,650000,2022,6000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,89.0,113.0,-3.885780586188048e-16,-0.3209832210735394
Hyundai,370000,2013,41000,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619,-1.6653345369377348e-16,-1.023721955041648
Honda,875000,2018,50000,Petrol,Manual,Patna,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.0283220974306389
Maruti Suzuki,695000,2018,66000,Diesel,Automatic,Other,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,74.0,190.0,-5.828670879282072e-16,-0.24106818479651262
Tata,2275000,2022,38000,Diesel,Automatic,Mumbai,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,168.0,350.0,1.0824674490095276e-15,1.0589495273195177
Jeep,2700000,2021,17000,Petrol,Automatic,Delhi,First,Individual,1368.0,FWD,4405.0,1818.0,1640.0,5.0,60.0,161.0,250.0,6.38378239159465e-16,1.22976204435792
Hyundai,545000,2014,74000,Diesel,Manual,Mohali,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,-0.5348806201195698
Maruti Suzuki,540000,2021,22000,Petrol,Manual,Other,First,Individual,1498.0,FWD,3655.0,1620.0,1675.0,5.0,32.0,116.0,200.0,8.881784197001252e-16,-0.5462136234571534
Skoda,1099000,2018,20690,Petrol,Automatic,Bangalore,First,Individual,1598.0,FWD,4413.0,1699.0,1466.0,5.0,55.0,104.0,153.0,-1.1934897514720433e-15,0.2866395752513783
Hyundai,1125000,2019,40000,Diesel,Manual,Ludhiana,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,0.31268290247900093
Hyundai,1299000,2018,50000,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0,5.551115123125783e-16,0.4710280159382065
Maruti Suzuki,1190000,2020,47248,Petrol,Automatic,Jaipur,First,Individual,1462.0,FWD,4445.0,1775.0,1700.0,6.0,45.0,103.0,138.0,1.0547118733938987e-15,0.37490351743557665
Tata,795000,2021,9000,Petrol,Automatic,Pune,First,Individual,1199.0,FWD,3993.0,1677.0,1532.0,5.0,35.0,84.0,113.0,-3.608224830031759e-16,-0.08279026448147979
Hyundai,459999,2013,78000,Diesel,Manual,Ahmedabad,Second,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,-0.7456989055913031
Audi,3400000,2018,51000,Diesel,Automatic,Hyderabad,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0,-1.3600232051658168e-15,1.453392406922482
Hyundai,1050000,2018,34841,Petrol,Manual,Hyderabad,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,122.0,151.0,8.049116928532385e-16,0.2355962752016608
Hyundai,385000,2014,46000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,83.0,113.796,-6.661338147750939e-16,-0.9723503683653725
Honda,585000,2015,61000,Diesel,Manual,Ranchi,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,200.0,-8.049116928532385e-16,-0.44827012503576896
Audi,1650000,2014,55000,Diesel,Automatic,Mumbai,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,0.727526484532319
Maruti Suzuki,625000,2020,58736,Petrol,Manual,Other,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.36815022490054655
Maruti Suzuki,910000,2019,34000,Petrol,Manual,Delhi,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,103.0,138.0,-9.43689570931383e-16,0.07335139613075131
Mahindra,1275000,2018,47000,Diesel,Manual,Ranchi,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0,1.5265566588595902e-15,0.4506715571641228
Hyundai,585000,2017,47000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0,-6.661338147750939e-16,-0.44827012503576896
Mahindra,1035000,2017,79000,Diesel,Manual,Mysore,First,Individual,2498.0,AWD,3920.0,1710.0,1930.0,7.0,60.0,105.0,247.0,2.1094237467877974e-15,0.21942695359763256
Hyundai,1075000,2021,12020,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,87.0,115.0,-6.661338147750939e-16,0.26196962565685
Hyundai,1650000,2020,7000,Diesel,Manual,Ahmedabad,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,250.0,5.828670879282072e-16,0.727526484532319
Audi,1575000,2014,15000,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,141.0,320.0,-1.7763568394002505e-15,0.6782983994502378
BMW,1950000,2014,82000,Diesel,Automatic,Chandigarh,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,184.0,380.0,7.771561172376096e-16,0.901725675099341
Hyundai,1080000,2019,68000,Diesel,Manual,Other,First,Individual,1396.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,89.0,224.0,5.551115123125783e-16,0.26716054503915876
Hyundai,1080000,2020,56000,Diesel,Manual,Jalandhar,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,99.0,240.0,3.608224830031759e-16,0.26716054503915876
Mahindra,800000,2015,25000,Diesel,Manual,Mumbai,First,Corporate,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0,1.5265566588595902e-15,-0.07547977828479147
Datsun,335000,2017,34000,Petrol,Manual,Lucknow,First,Individual,1198.0,FWD,3995.0,1635.0,1490.0,7.0,35.0,67.0,104.0,-8.881784197001252e-16,-1.1534173226582976
Hyundai,1185000,2021,10700,Petrol,Manual,Jaipur,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,118.0,172.0,3.608224830031759e-16,0.370256134926761
Hyundai,894999,2021,25000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,87.0,115.0,-6.661338147750939e-16,0.05429740057974087
Honda,650000,2019,54000,Petrol,Automatic,Varanasi,Second,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,110.0,-7.216449660063518e-16,-0.3209832210735394
Hyundai,550000,2014,75000,Diesel,Manual,Bangalore,First,Individual,1396.0,FWD,3940.0,1710.0,1505.0,5.0,45.0,90.0,220.0,-6.661338147750939e-16,-0.5236653086149117
Maruti Suzuki,550000,2016,88000,Diesel,Manual,Kanpur,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,190.0,-7.494005416219807e-16,-0.5236653086149117
Skoda,1600000,2022,1300,Petrol,Manual,Mumbai,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,114.0,178.0,3.885780586188048e-16,0.6949988723517159
Hyundai,1175000,2019,20000,Petrol,Manual,Delhi,First,Individual,1591.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,0.3608940687700593
Other,1995000,2018,122000,Diesel,Automatic,Other,First,Individual,2477.0,RWD,4695.0,1815.0,1840.0,7.0,70.0,176.0,350.0,1.7763568394002505e-15,0.9252063522270131
Hyundai,575000,2016,38000,Diesel,Manual,Patna,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,89.0,220.0,-6.661338147750939e-16,-0.46927667376648424
MG,1975000,2021,18500,Diesel,Manual,Hyderabad,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,169.0,350.0,1.3877787807814457e-15,0.9148456790338059
Hyundai,1625000,2022,27800,Diesel,Manual,Gurgaon,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,250.0,5.828670879282072e-16,0.7114050352593905
Maruti Suzuki,695000,2019,46027,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.24106818479651262
Toyota,875000,2018,23148,Petrol,Automatic,Bangalore,First,Individual,1496.0,FWD,4425.0,1730.0,1495.0,5.0,42.0,106.0,140.0,-8.049116928532385e-16,0.0283220974306389
Skoda,1495000,2017,28000,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,177.0,250.0,-1.0547118733938987e-15,0.6227583734034883
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,82.0,113.0,-3.885780586188048e-16,-0.19099512632184237
Hyundai,875000,2017,50000,Petrol,Manual,Mumbai,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0,5.551115123125783e-16,0.0283220974306389
Ford,2350000,2016,75000,Diesel,Automatic,Mohali,Second,Individual,2198.0,RWD,4892.0,1860.0,1837.0,7.0,80.0,158.0,385.0,1.7486012637846216e-15,1.0916081372360196
BMW,2690000,2019,15500,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0,-1.7486012637846216e-15,1.2261039907367026
Maruti Suzuki,695000,2016,82445,Diesel,Manual,Hyderabad,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,89.0,200.0,-9.43689570931383e-16,-0.24106818479651262
Honda,600000,2014,75574,Petrol,Manual,Jaipur,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.41751452272798617
Hyundai,315000,2012,75000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619,-1.6653345369377348e-16,-1.2346549157840625
Ford,775000,2019,14095,Petrol,Manual,Delhi,First,Individual,1499.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,109.0,140.0,1.0824674490095276e-15,-0.11256445043272614
Audi,3075000,2017,17000,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0,-1.3600232051658168e-15,1.3567992695412256
Renault,415000,2014,70000,Diesel,Manual,Delhi,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0,1.0269562977782698e-15,-0.876117736210869
Maruti Suzuki,765000,2017,68000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,-0.12778122760412505
Maruti Suzuki,520000,2018,40000,Petrol,Manual,Patna,Second,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.5927704487889502
Hyundai,850000,2016,72000,Diesel,Manual,Ahmedabad,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,-0.005115297725002817
Maruti Suzuki,969999,2016,39000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,0.14613930755628662
Maruti Suzuki,575000,2016,62000,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,74.0,190.0,-7.494005416219807e-16,-0.46927667376648424
Ford,3900000,2021,41086,Diesel,Automatic,Pune,Second,Individual,1996.0,AWD,4903.0,1869.0,1837.0,7.0,80.0,168.0,420.0,1.7486012637846216e-15,1.5831563409732023
BMW,1395000,2013,65000,Diesel,Automatic,Kolkata,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0,-1.7486012637846216e-15,0.5483768424266291
Skoda,1625000,2021,7900,Petrol,Automatic,Pune,First,Individual,999.0,FWD,4225.0,1760.0,1612.0,5.0,50.0,114.0,178.0,3.885780586188048e-16,0.7114050352593905
Kia,1499000,2021,22000,Diesel,Automatic,Mumbai,First,Individual,1493.0,FWD,3995.0,1790.0,1647.0,5.0,45.0,113.0,250.0,6.938893903907228e-16,0.6256149380267714
Volkswagen,2050000,2018,73000,Diesel,Automatic,Coimbatore,Second,Individual,1968.0,AWD,4486.0,1839.0,1672.0,5.0,71.0,141.0,340.0,8.604228440844963e-16,0.9530996791219701
Skoda,1300000,2016,55000,Petrol,Automatic,Hyderabad,Second,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,177.0,250.0,-1.0547118733938987e-15,0.47186689494722495
Skoda,3199000,2019,6900,Diesel,Automatic,Delhi,First,Individual,1968.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,174.0,350.0,-9.71445146547012e-16,1.3949666543078718
Maruti Suzuki,450000,2017,65000,Petrol,Manual,Kanpur,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.7733853845356201
Honda,675000,2015,48000,Diesel,Manual,Mumbai,First,Individual,1498.0,FWD,4386.0,1683.0,1603.0,7.0,42.0,99.0,200.0,3.3306690738754696e-16,-0.275836649101891
Mercedes-Benz,1250000,2012,78000,Diesel,Automatic,Mohali,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,170.0,400.0,-1.4710455076283324e-15,0.4289979730895259
Hyundai,1175000,2014,87938,Diesel,Automatic,Bangalore,Second,Individual,2199.0,AWD,4690.0,1880.0,1690.0,7.0,64.0,194.0,437.0,9.992007221626409e-16,0.3608940687700593
Hyundai,545000,2019,43000,Other,Manual,Mumbai,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,58.0,84.0,-5.551115123125783e-17,-0.5348806201195698
Mercedes-Benz,495000,2008,95200,Diesel,Automatic,Mumbai,First,Corporate,2148.0,RWD,4581.0,1770.0,1447.0,5.0,66.0,170.0,410.0,-1.4710455076283324e-15,-0.6539173316657143
Maruti Suzuki,500000,2016,26000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0,-1.1102230246251565e-16,-0.6414108178289813
Maruti Suzuki,390000,2015,70000,Petrol,Automatic,Ahmedabad,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.9557308051558775
Maruti Suzuki,575000,2019,31000,Other,Manual,Delhi,First,Individual,998.0,FWD,3655.0,1620.0,1675.0,5.0,60.0,58.0,78.0,8.881784197001252e-16,-0.46927667376648424
Hyundai,250000,2012,54556,Petrol,Manual,Lucknow,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,112.7619,-1.6653345369377348e-16,-1.5458785760569431
Maruti Suzuki,685000,2019,74000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,89.0,113.0,-5.828670879282072e-16,-0.2583080285035166
Renault,320000,2016,64000,Petrol,Manual,Mohali,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0,-1.0269562977782698e-15,-1.2138062378016143
Maruti Suzuki,620000,2016,85000,Diesel,Manual,Karnal,Second,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,118.0,320.0,2.220446049250313e-16,-0.37784124931993823
Maruti Suzuki,600000,2018,54000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.41751452272798617
Jeep,1750000,2019,57000,Petrol,Automatic,Hyderabad,First,Individual,1368.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,160.0,250.0,6.38378239159465e-16,0.7893418068731054
Hyundai,1015000,2015,68566,Diesel,Automatic,Ahmedabad,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,0.19744815995063414
Toyota,390000,2009,68195,Petrol,Manual,Ahmedabad,First,Individual,1794.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,132.0,170.0,-9.992007221626409e-16,-0.9557308051558775
Maruti Suzuki,755000,2017,57000,Petrol,Manual,Delhi,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0,-9.43689570931383e-16,-0.1432260379057908
Hyundai,1825000,2021,45000,Petrol,Automatic,Delhi,First,Individual,1353.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,138.0,242.0,5.828670879282072e-16,0.8331223104456505
Maruti Suzuki,416000,2014,60116,Petrol,Automatic,Bangalore,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.8730475365593949
Maruti Suzuki,325000,2010,82202,Diesel,Manual,Jalandhar,Second,Individual,1248.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,75.0,190.0,-3.885780586188048e-16,-1.1933249721145225
Mercedes-Benz,2800000,2018,24000,Diesel,Automatic,Mumbai,First,Individual,2143.0,FWD,4630.0,1777.0,1432.0,5.0,50.0,134.0,300.0,-1.6930901125533637e-15,1.2655160163021122
Maruti Suzuki,650000,2017,86000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,89.0,200.0,-9.43689570931383e-16,-0.3209832210735394
Honda,790000,2018,41000,Diesel,Manual,Raipur,First,Individual,1498.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,99.0,200.0,3.3306690738754696e-16,-0.09015325461884537
Honda,540000,2015,76000,Diesel,Manual,Agra,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,200.0,-8.049116928532385e-16,-0.5462136234571534
Maruti Suzuki,375000,2011,120000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,74.0,190.0,-3.885780586188048e-16,-1.006338782770547
BMW,3990000,2021,12500,Petrol,Automatic,Delhi,First,Individual,1998.0,FWD,4447.0,1821.0,1598.0,5.0,51.0,189.0,280.0,2.7755575615628914e-16,1.6044973341056663
Maruti Suzuki,245000,2009,114000,Petrol,Manual,Mumbai,First,Individual,1298.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,87.0,113.0,-3.885780586188048e-16,-1.5735584670525298
Maruti Suzuki,260000,2015,25862,Petrol,Manual,Kolkata,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-1.4923615455073254
Skoda,3200000,2018,35000,Diesel,Automatic,Pune,First,Individual,1498.0,FWD,4697.0,1882.0,1665.0,7.0,63.0,116.0,200.0,8.049116928532385e-16,1.3952675758795483
Ford,240000,2010,72000,Diesel,Manual,Hyderabad,First,Individual,1399.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,69.0,160.0,-1.7763568394002505e-15,-1.6018887130511132
Hyundai,800000,2015,90000,Diesel,Manual,Lucknow,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,-0.07547977828479147
Honda,745000,2016,38000,Petrol,Manual,Gurgaon,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.15890538756509542
Honda,675000,2019,74237,Petrol,Manual,Nashik,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,89.0,110.0,-7.216449660063518e-16,-0.275836649101891
Maruti Suzuki,620000,2019,42356,Petrol,Manual,Varanasi,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.37784124931993823
Maruti Suzuki,297000,2013,84000,Diesel,Manual,Delhi,First,Individual,1248.0,FWD,4490.0,1735.0,1560.0,5.0,50.0,89.0,200.0,-5.551115123125783e-17,-1.3129533989552225
Toyota,500000,2016,114000,Diesel,Manual,Ambala Cantt,First,Individual,1364.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,67.0,170.0,-6.38378239159465e-16,-0.6414108178289813
Hyundai,1149000,2019,26894,Petrol,Automatic,Hyderabad,First,Individual,1591.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,121.0,151.0,-1.0547118733938987e-15,0.33612212675370184
Mercedes-Benz,2650000,2017,70000,Diesel,Automatic,Pune,Second,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,168.0,400.0,-1.5543122344752192e-15,1.2113154685943162
Toyota,1375000,2012,98352,Diesel,Manual,Patna,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0,1.8041124150158794e-15,0.5327723265521661
Hyundai,235000,2009,107000,Petrol,Manual,Coimbatore,Third,Individual,1086.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,67.0,99.0,-1.6653345369377348e-16,-1.630898630064784
Toyota,3090000,2017,52000,Diesel,Automatic,Mumbai,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.3615085534587945
Lexus,4375000,2017,31059,Petrol,Automatic,Bangalore,First,Individual,2494.0,RWD,4915.0,1820.0,1450.0,5.0,65.0,202.0,213.0,-1.4155343563970746e-15,1.6899832439785107
Maruti Suzuki,749000,2017,114000,Diesel,Manual,Faridabad,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,118.0,320.0,2.220446049250313e-16,-0.15260507526926298
Mahindra,785000,2017,44000,Diesel,Manual,Mumbai,First,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,100.0,240.0,1.7486012637846216e-15,-0.09756946168360174
